city,date,pm25,pm10,o3,no2,so2,co
stadium,06-12-2019,254,237,6,50,7,26
stadium,07-12-2019,251,220,14,65,8,26
stadium,08-12-2019,263,213,6,50,6,26
stadium,09-12-2019,241,170,5,51,6,27
stadium,10-12-2019,206,221,6,53,6,26
stadium,11-12-2019,224,277,5,67,7,28
stadium,12-12-2019,246,296,48,44,5,18
stadium,13-12-2019,257,81,8,23,4,8
stadium,14-12-2019,151,78,6,24,6,5
stadium,15-12-2019,138,100,5,26,5,7
stadium,16-12-2019,157,91,4,20,4,5
stadium,17-12-2019,141,100,5,22,5,9
stadium,18-12-2019,90,144,10,27,5,12
stadium,19-12-2019,123,282,16,33,5,20
stadium,20-12-2019,159,372,6,40,5,18
stadium,21-12-2019,406,253,6,30,4,16
stadium,22-12-2019,313,128,5,23,3,7
stadium,23-12-2019,205,157,5,25,4,12
stadium,24-12-2019,242,313,13,37,4,15
stadium,25-12-2019,334,169,5,22,3,7
stadium,26-12-2019,226,182,6,25,4,8
stadium,27-12-2019,254,273,6,33,4,11
stadium,28-12-2019,301,351,13,32,5,20
stadium,29-12-2019,348,458,35,42,4,15
stadium,30-12-2019,400,,,,,
stadium,01-01-2020,,396,23,42,7,33
stadium,02-01-2020,386,387,26,44,9,23
stadium,03-01-2020,393,214,14,32,7,20
stadium,04-01-2020,272,175,5,36,6,23
stadium,05-01-2020,224,138,5,31,6,8
stadium,06-01-2020,218,151,4,35,7,11
stadium,07-01-2020,223,127,5,30,7,9
stadium,08-01-2020,199,108,7,25,5,11
stadium,09-01-2020,193,101,4,24,4,6
stadium,10-01-2020,177,140,5,29,5,11
stadium,11-01-2020,204,149,6,35,6,17
stadium,12-01-2020,209,212,6,37,7,22
stadium,13-01-2020,264,248,7,33,5,30
stadium,14-01-2020,304,117,5,24,5,
stadium,15-01-2020,204,120,5,29,7,
stadium,16-01-2020,188,119,5,26,6,
stadium,17-01-2020,196,97,5,22,5,
stadium,18-01-2020,170,121,4,24,4,
stadium,19-01-2020,187,111,4,21,4,
stadium,20-01-2020,188,161,5,23,5,12
stadium,21-01-2020,225,193,6,17,7,11
stadium,22-01-2020,248,221,7,18,5,14
stadium,23-01-2020,273,83,5,14,5,4
stadium,24-01-2020,152,93,6,20,7,8
stadium,25-01-2020,158,125,6,31,8,13
stadium,26-01-2020,190,175,7,27,8,18
stadium,27-01-2020,245,218,6,39,9,18
stadium,28-01-2020,270,97,8,22,7,9
stadium,29-01-2020,177,89,7,20,7,10
stadium,30-01-2020,155,94,8,23,7,7
stadium,31-01-2020,158,98,7,23,7,10
stadium,01-02-2020,160,103,11,21,7,10
stadium,02-02-2020,169,119,9,23,7,12
stadium,03-02-2020,186,142,10,31,7,11
stadium,04-02-2020,196,211,12,38,9,23
stadium,05-02-2020,243,135,10,26,7,9
stadium,06-02-2020,199,112,11,25,6,11
stadium,07-02-2020,178,138,17,27,9,16
stadium,08-02-2020,207,129,13,25,8,9
stadium,09-02-2020,203,137,13,27,8,13
stadium,10-02-2020,201,162,13,31,8,18
stadium,11-02-2020,222,161,13,32,8,22
stadium,12-02-2020,221,162,14,26,9,10
stadium,13-02-2020,225,100,12,19,8,6
stadium,14-02-2020,164,89,18,18,6,4
stadium,15-02-2020,139,109,12,32,8,7
stadium,16-02-2020,155,129,12,35,9,13
stadium,17-02-2020,179,169,9,36,10,12
stadium,18-02-2020,212,140,12,38,13,12
stadium,19-02-2020,191,144,11,31,9,17
stadium,20-02-2020,190,124,11,23,8,6
stadium,21-02-2020,175,65,9,21,8,5
stadium,22-02-2020,116,85,11,24,10,11
stadium,23-02-2020,146,135,5,27,7,14
stadium,24-02-2020,188,89,12,28,11,7
stadium,25-02-2020,150,121,13,27,10,11
stadium,26-02-2020,183,132,13,29,9,12
stadium,27-02-2020,187,109,12,24,7,8
stadium,28-02-2020,170,95,12,19,7,5
stadium,29-02-2020,161,75,7,22,5,6
stadium,01-03-2020,152,,,,,
stadium,02-03-2020,,111,27,26,8,10
stadium,03-03-2020,169,99,5,33,7,13
stadium,04-03-2020,136,101,20,20,8,10
stadium,05-03-2020,145,53,10,15,9,3
stadium,06-03-2020,90,30,7,14,7,2
stadium,07-03-2020,63,63,8,14,8,6
stadium,08-03-2020,109,79,9,17,8,7
stadium,09-03-2020,134,76,7,15,10,4
stadium,10-03-2020,119,99,14,16,11,6
stadium,11-03-2020,160,74,21,14,9,5
stadium,12-03-2020,136,99,8,19,8,6
stadium,13-03-2020,129,108,6,20,8,4
stadium,14-03-2020,126,61,21,18,7,5
stadium,15-03-2020,105,78,12,18,8,5
stadium,16-03-2020,128,82,10,21,8,6
stadium,17-03-2020,125,87,10,22,8,8
stadium,18-03-2020,131,83,11,22,9,7
stadium,19-03-2020,127,100,14,21,12,8
stadium,20-03-2020,159,113,20,26,14,10
stadium,21-03-2020,166,95,15,23,12,8
stadium,22-03-2020,151,80,17,13,10,4
stadium,23-03-2020,142,65,13,13,10,4
stadium,24-03-2020,128,69,11,13,10,4
stadium,25-03-2020,126,49,9,8,9,3
stadium,26-03-2020,88,51,7,5,9,2
stadium,27-03-2020,95,33,6,6,8,2
stadium,28-03-2020,70,24,7,5,8,2
stadium,29-03-2020,55,39,8,4,8,1
stadium,30-03-2020,64,46,8,5,8,2
stadium,31-03-2020,88,45,10,4,8,2
stadium,01-04-2020,81,48,11,5,9,2
stadium,02-04-2020,85,,,,,
stadium,05-04-2020,,61,219,6,15,3
stadium,06-04-2020,106,69,30,6,10,3
stadium,07-04-2020,117,62,10,4,8,2
stadium,08-04-2020,79,57,11,4,8,1
stadium,09-04-2020,79,51,14,6,10,2
stadium,10-04-2020,89,69,15,9,9,4
stadium,11-04-2020,128,69,20,8,10,4
stadium,12-04-2020,118,59,14,5,9,2
stadium,13-04-2020,88,77,14,8,12,4
stadium,14-04-2020,123,80,16,11,9,5
stadium,15-04-2020,129,105,8,11,8,5
stadium,16-04-2020,131,99,13,10,10,4
stadium,17-04-2020,123,61,13,5,8,1
stadium,18-04-2020,74,68,13,5,7,2
stadium,19-04-2020,79,43,10,6,8,2
stadium,20-04-2020,74,59,9,8,7,4
stadium,21-04-2020,106,54,14,6,7,3
stadium,22-04-2020,93,65,14,9,8,4
stadium,23-04-2020,118,73,13,10,8,4
stadium,24-04-2020,116,80,17,10,8,5
stadium,25-04-2020,140,53,15,6,6,3
stadium,26-04-2020,82,72,11,7,7,3
stadium,27-04-2020,107,38,17,4,7,2
stadium,28-04-2020,77,53,41,6,8,3
stadium,29-04-2020,103,72,18,8,7,4
stadium,30-04-2020,134,75,18,6,8,4
stadium,01-05-2020,133,80,22,6,9,4
stadium,02-05-2020,136,65,15,3,8,3
stadium,03-05-2020,89,50,10,4,8,3
stadium,04-05-2020,82,40,14,5,8,3
stadium,05-05-2020,78,65,14,7,9,4
stadium,06-05-2020,120,87,14,8,10,4
stadium,07-05-2020,129,51,23,6,8,2
stadium,08-05-2020,73,68,17,7,8,3
stadium,09-05-2020,109,77,18,6,9,4
stadium,10-05-2020,137,88,12,5,8,3
stadium,11-05-2020,103,74,18,8,8,4
stadium,12-05-2020,118,60,16,7,9,3
stadium,13-05-2020,106,90,16,10,9,4
stadium,14-05-2020,145,,17,10,9,5
stadium,15-05-2020,126,76,14,10,7,3
stadium,16-05-2020,104,80,21,9,7,4
stadium,17-05-2020,134,97,24,13,9,5
stadium,18-05-2020,150,95,21,15,10,6
stadium,19-05-2020,147,100,20,20,9,7
stadium,20-05-2020,148,81,17,14,7,4
stadium,21-05-2020,123,82,20,8,10,3
stadium,22-05-2020,115,93,23,24,9,9
stadium,23-05-2020,129,109,18,20,8,7
stadium,24-05-2020,127,100,121,10,10,3
stadium,25-05-2020,107,92,133,10,14,3
stadium,26-05-2020,123,105,108,15,8,4
stadium,27-05-2020,83,101,149,14,10,3
stadium,28-05-2020,97,126,95,7,8,2
stadium,29-05-2020,89,47,82,6,8,2
stadium,30-05-2020,72,43,109,5,7,2
stadium,31-05-2020,71,30,78,5,7,2
stadium,01-06-2020,68,59,171,10,10,4
stadium,02-06-2020,113,64,128,9,8,3
stadium,03-06-2020,89,75,194,13,10,5
stadium,04-06-2020,129,78,116,14,9,5
stadium,05-06-2020,127,62,73,12,9,4
stadium,06-06-2020,115,51,81,8,8,3
stadium,07-06-2020,84,61,58,11,8,4
stadium,08-06-2020,105,66,92,13,9,5
stadium,09-06-2020,108,84,95,16,9,7
stadium,10-06-2020,135,86,106,16,8,6
stadium,11-06-2020,129,83,97,16,9,6
stadium,12-06-2020,119,89,79,14,9,6
stadium,13-06-2020,146,85,40,12,8,5
stadium,14-06-2020,125,95,76,12,10,6
stadium,15-06-2020,147,79,102,14,10,5
stadium,16-06-2020,119,70,88,12,10,4
stadium,17-06-2020,99,61,58,6,9,3
stadium,18-06-2020,88,63,67,7,9,4
stadium,19-06-2020,97,119,72,8,8,4
stadium,20-06-2020,126,68,60,9,7,3
stadium,21-06-2020,81,63,40,11,7,4
stadium,22-06-2020,99,56,93,10,7,5
stadium,23-06-2020,105,45,29,6,7,3
stadium,24-06-2020,76,47,19,8,7,4
stadium,25-06-2020,85,54,35,12,7,5
stadium,26-06-2020,97,73,29,12,8,5
stadium,27-06-2020,110,90,24,10,7,3
stadium,28-06-2020,82,185,23,10,7,4
stadium,29-06-2020,109,115,35,10,7,4
stadium,30-06-2020,100,74,35,8,6,4
stadium,01-07-2020,108,73,39,10,7,5
stadium,02-07-2020,119,88,44,13,7,6
stadium,03-07-2020,140,88,48,11,7,5
stadium,04-07-2020,141,64,37,7,7,4
stadium,05-07-2020,109,41,51,9,8,4
stadium,06-07-2020,77,58,22,10,7,4
stadium,07-07-2020,113,32,13,6,6,3
stadium,08-07-2020,55,37,16,8,5,6
stadium,09-07-2020,73,49,39,11,4,6
stadium,10-07-2020,89,51,33,9,5,5
stadium,11-07-2020,72,40,34,8,4,4
stadium,12-07-2020,61,38,34,7,5,4
stadium,13-07-2020,65,74,42,10,5,4
stadium,14-07-2020,82,92,55,10,5,5
stadium,15-07-2020,101,69,38,7,5,5
stadium,16-07-2020,102,53,22,8,6,5
stadium,17-07-2020,89,62,9,12,5,8
stadium,18-07-2020,121,58,19,9,5,5
stadium,19-07-2020,105,40,21,10,4,7
stadium,20-07-2020,70,34,35,11,4,5
stadium,21-07-2020,64,31,25,7,4,4
stadium,22-07-2020,68,30,12,11,4,6
stadium,23-07-2020,62,51,43,11,4,9
stadium,24-07-2020,95,57,26,10,4,5
stadium,25-07-2020,106,44,20,7,4,5
stadium,26-07-2020,85,55,26,11,5,9
stadium,27-07-2020,103,55,23,9,4,8
stadium,28-07-2020,92,49,22,9,4,6
stadium,29-07-2020,69,50,13,12,4,5
stadium,30-07-2020,75,36,21,11,4,6
stadium,31-07-2020,53,59,27,14,6,7
stadium,01-08-2020,108,48,17,19,5,9
stadium,02-08-2020,94,42,24,12,4,5
stadium,03-08-2020,68,46,23,11,4,5
stadium,04-08-2020,68,48,26,10,4,5
stadium,05-08-2020,69,61,12,18,6,7
stadium,06-08-2020,107,44,16,8,6,4
stadium,07-08-2020,51,38,22,9,6,5
stadium,08-08-2020,72,61,47,15,6,7
stadium,09-08-2020,123,42,21,11,5,6
stadium,10-08-2020,90,42,12,9,5,5
stadium,11-08-2020,85,56,25,11,5,7
stadium,12-08-2020,114,42,21,6,5,4
stadium,13-08-2020,69,23,9,7,5,6
stadium,14-08-2020,53,36,12,6,6,5
stadium,15-08-2020,63,38,16,3,5,4
stadium,16-08-2020,90,26,12,5,5,5
stadium,17-08-2020,52,45,36,6,5,8
stadium,18-08-2020,88,48,11,6,5,7
stadium,19-08-2020,82,30,9,7,5,7
stadium,20-08-2020,63,26,47,6,6,7
stadium,21-08-2020,59,41,103,6,9,5
stadium,22-08-2020,59,42,13,6,7,3
stadium,23-08-2020,54,31,14,3,6,2
stadium,24-08-2020,57,22,12,4,6,2
stadium,25-08-2020,50,40,12,6,5,4
stadium,26-08-2020,61,28,20,5,5,3
stadium,27-08-2020,47,45,28,8,5,5
stadium,28-08-2020,61,49,43,10,6,8
stadium,29-08-2020,88,56,35,7,7,6
stadium,30-08-2020,103,35,13,3,6,2
stadium,31-08-2020,59,23,14,4,5,3
stadium,01-09-2020,37,32,20,5,4,3
stadium,02-09-2020,49,39,42,7,4,4
stadium,03-09-2020,58,53,21,8,5,5
stadium,04-09-2020,91,58,8,11,6,6
stadium,05-09-2020,108,43,40,10,5,5
stadium,06-09-2020,74,35,45,9,5,4
stadium,07-09-2020,77,60,23,13,6,7
stadium,08-09-2020,114,60,40,10,5,5
stadium,09-09-2020,93,69,39,11,5,7
stadium,10-09-2020,130,70,39,11,5,7
stadium,11-09-2020,128,80,62,12,7,8
stadium,12-09-2020,131,81,54,13,6,8
stadium,13-09-2020,138,86,47,12,6,7
stadium,14-09-2020,153,93,42,13,5,9
stadium,15-09-2020,158,84,68,13,5,9
stadium,16-09-2020,150,91,44,12,5,8
stadium,17-09-2020,150,72,34,11,6,5
stadium,18-09-2020,119,71,31,9,5,5
stadium,19-09-2020,109,82,50,10,6,6
stadium,20-09-2020,143,90,45,10,6,7
stadium,21-09-2020,153,90,61,9,6,6
stadium,22-09-2020,146,66,19,10,6,6
stadium,23-09-2020,102,58,13,7,6,5
stadium,24-09-2020,85,66,39,9,7,7
stadium,25-09-2020,107,81,51,10,7,9
stadium,26-09-2020,131,89,21,13,6,8
stadium,27-09-2020,124,66,52,11,6,6
stadium,28-09-2020,95,113,39,15,7,8
stadium,29-09-2020,153,112,52,13,7,6
stadium,30-09-2020,157,104,45,13,7,5
stadium,01-10-2020,126,99,46,14,7,8
stadium,02-10-2020,139,103,58,11,6,6
stadium,03-10-2020,150,100,62,14,6,7
stadium,04-10-2020,150,102,70,15,7,7
stadium,05-10-2020,151,106,57,15,7,7
stadium,06-10-2020,140,112,60,16,8,11
stadium,07-10-2020,149,115,34,25,7,10
stadium,08-10-2020,159,111,73,25,8,7
stadium,09-10-2020,160,114,31,34,7,10
stadium,10-10-2020,162,119,76,26,8,7
stadium,11-10-2020,168,117,78,20,9,6
stadium,12-10-2020,170,170,126,33,10,10
stadium,13-10-2020,196,140,40,30,7,12
stadium,14-10-2020,182,146,53,36,9,18
stadium,15-10-2020,193,133,51,32,8,11
stadium,16-10-2020,184,129,45,39,8,14
stadium,17-10-2020,180,145,68,42,8,17
stadium,18-10-2020,190,123,54,31,7,9
stadium,19-10-2020,166,125,48,34,7,9
stadium,20-10-2020,172,123,59,35,9,13
stadium,21-10-2020,164,116,47,35,7,19
stadium,22-10-2020,158,164,42,49,9,20
stadium,23-10-2020,204,177,73,42,9,21
stadium,24-10-2020,231,168,65,39,8,19
stadium,25-10-2020,220,153,82,44,8,21
stadium,26-10-2020,211,170,58,41,9,20
stadium,27-10-2020,224,193,50,33,8,14
stadium,28-10-2020,220,163,59,44,8,20
stadium,29-10-2020,215,187,59,49,8,26
stadium,30-10-2020,250,192,14,43,7,17
stadium,31-10-2020,254,263,4,35,7,9
stadium,01-11-2020,307,239,4,33,8,10
stadium,02-11-2020,294,144,4,39,8,14
stadium,03-11-2020,201,133,3,45,7,22
stadium,04-11-2020,175,356,2,54,9,17
stadium,05-11-2020,357,248,2,47,8,15
stadium,06-11-2020,318,211,2,47,8,16
stadium,07-11-2020,277,314,2,43,8,16
stadium,08-11-2020,344,277,2,52,9,18
stadium,09-11-2020,340,550,2,62,8,24
stadium,10-11-2020,505,475,17,47,8,26
stadium,11-11-2020,240,146,10,36,8,21
stadium,12-11-2020,191,156,2,44,8,23
stadium,13-11-2020,193,164,30,48,8,23
stadium,14-11-2020,208,297,40,41,8,23
stadium,15-11-2020,359,320,39,26,6,14
stadium,16-11-2020,313,83,27,20,6,8
stadium,17-11-2020,163,90,29,25,5,9
stadium,18-11-2020,155,108,38,31,6,12
stadium,19-11-2020,175,119,32,34,6,11
stadium,20-11-2020,185,154,34,34,5,10
stadium,21-11-2020,235,120,30,31,7,11
stadium,22-11-2020,170,132,31,31,7,12
stadium,23-11-2020,193,158,26,46,7,19
stadium,24-11-2020,209,236,32,49,7,23
stadium,25-11-2020,269,432,2,47,10,37
stadium,26-11-2020,402,,,,,
noida,03-12-2019,,128,9,50,3,26
noida,04-12-2019,193,162,27,57,3,29
noida,05-12-2019,223,364,30,62,7,35
noida,06-12-2019,372,222,80,52,6,26
noida,07-12-2019,306,211,86,49,7,30
noida,08-12-2019,287,302,185,57,3,45
noida,09-12-2019,351,226,193,54,6,33
noida,10-12-2019,296,308,91,61,4,38
noida,11-12-2019,349,389,12,50,2,34
noida,12-12-2019,396,154,13,29,1,23
noida,13-12-2019,332,74,7,20,,17
noida,14-12-2019,164,60,29,20,1,14
noida,15-12-2019,136,98,19,29,1,18
noida,16-12-2019,181,89,4,23,,18
noida,17-12-2019,178,80,6,18,,16
noida,18-12-2019,169,165,8,43,1,17
noida,19-12-2019,253,203,4,35,1,12
noida,20-12-2019,307,424,13,56,1,24
noida,21-12-2019,438,335,12,52,,16
noida,22-12-2019,392,141,,34,,12
noida,23-12-2019,236,191,3,37,,14
noida,24-12-2019,273,200,8,32,,13
noida,25-12-2019,308,174,,37,,14
noida,26-12-2019,273,195,,34,1,17
noida,27-12-2019,279,290,,35,1,16
noida,28-12-2019,342,377,1,39,2,13
noida,29-12-2019,399,401,38,39,3,16
noida,30-12-2019,407,,,,,
noida,01-01-2020,,390,4,38,4,35
noida,02-01-2020,400,324,8,41,5,33
noida,03-01-2020,351,163,19,32,6,25
noida,04-01-2020,237,215,64,42,5,23
noida,05-01-2020,297,139,20,29,6,12
noida,06-01-2020,227,138,14,32,5,19
noida,07-01-2020,213,108,3,19,5,17
noida,08-01-2020,198,108,12,22,5,14
noida,09-01-2020,202,90,5,22,4,14
noida,10-01-2020,176,118,8,33,4,17
noida,11-01-2020,193,168,9,38,6,21
noida,12-01-2020,217,264,6,43,6,30
noida,13-01-2020,306,235,6,29,5,23
noida,14-01-2020,312,134,10,25,6,12
noida,15-01-2020,229,122,21,27,5,15
noida,16-01-2020,201,116,19,26,7,25
noida,17-01-2020,204,82,4,23,5,33
noida,18-01-2020,157,150,8,30,5,13
noida,19-01-2020,225,126,6,25,4,18
noida,20-01-2020,211,154,3,26,4,13
noida,21-01-2020,231,189,5,20,5,16
noida,22-01-2020,273,188,6,32,5,24
noida,23-01-2020,262,86,9,22,4,12
noida,24-01-2020,146,88,11,25,5,14
noida,25-01-2020,155,151,10,35,7,17
noida,26-01-2020,214,217,10,29,8,21
noida,27-01-2020,287,245,5,32,7,29
noida,28-01-2020,331,97,6,14,5,12
noida,29-01-2020,187,88,8,20,6,11
noida,30-01-2020,166,89,10,21,6,15
noida,31-01-2020,162,94,9,23,5,15
noida,01-02-2020,159,106,7,22,5,15
noida,02-02-2020,179,108,11,24,4,18
noida,03-02-2020,182,153,12,32,5,20
noida,04-02-2020,204,213,2,29,7,27
noida,05-02-2020,265,130,4,25,7,11
noida,06-02-2020,200,114,11,25,5,14
noida,07-02-2020,184,147,29,25,7,17
noida,08-02-2020,219,126,16,24,6,24
noida,09-02-2020,201,143,2,28,8,20
noida,10-02-2020,212,165,11,31,8,22
noida,11-02-2020,231,192,25,35,10,17
noida,12-02-2020,250,149,16,28,7,10
noida,13-02-2020,226,99,11,21,6,14
noida,14-02-2020,164,110,11,16,6,14
noida,15-02-2020,144,96,16,21,7,15
noida,16-02-2020,156,125,17,28,7,20
noida,17-02-2020,181,154,16,29,7,25
noida,18-02-2020,215,145,10,29,8,19
noida,19-02-2020,187,191,13,22,6,11
noida,20-02-2020,229,129,15,13,6,18
noida,21-02-2020,184,53,3,12,5,10
noida,22-02-2020,111,82,7,18,5,6
noida,23-02-2020,138,92,13,19,4,7
noida,24-02-2020,160,85,28,23,6,4
noida,25-02-2020,143,130,14,29,6,8
noida,26-02-2020,198,148,15,26,6,10
noida,27-02-2020,209,116,10,18,5,6
noida,28-02-2020,184,102,11,14,5,3
noida,29-02-2020,175,82,9,13,5,7
noida,01-03-2020,152,76,12,14,5,4
noida,02-03-2020,108,153,26,28,4,12
noida,03-03-2020,189,133,3,29,5,11
noida,04-03-2020,160,121,13,19,6,11
noida,05-03-2020,162,50,10,12,5,10
noida,06-03-2020,94,20,9,9,6,9
noida,07-03-2020,52,51,10,11,4,4
noida,08-03-2020,104,93,14,21,4,8
noida,09-03-2020,154,77,14,17,3,5
noida,10-03-2020,119,93,19,15,5,4
noida,11-03-2020,161,72,14,10,5,2
noida,12-03-2020,143,97,9,12,4,4
noida,13-03-2020,144,91,14,14,5,4
noida,14-03-2020,126,56,8,12,4,22
noida,15-03-2020,103,72,14,15,4,1
noida,16-03-2020,130,86,19,19,5,3
noida,17-03-2020,150,91,18,21,4,5
noida,18-03-2020,137,92,18,20,4,5
noida,19-03-2020,139,120,17,22,5,4
noida,20-03-2020,169,130,16,20,4,5
noida,21-03-2020,175,113,20,20,4,2
noida,22-03-2020,157,77,20,11,4,3
noida,23-03-2020,146,76,20,12,5,5
noida,24-03-2020,134,90,13,10,5,12
noida,25-03-2020,139,53,14,9,5,1
noida,26-03-2020,93,55,8,8,3,1
noida,27-03-2020,99,34,6,7,4,1
noida,28-03-2020,68,29,8,7,3,1
noida,29-03-2020,63,41,13,6,4,1
noida,30-03-2020,64,44,16,6,4,1
noida,31-03-2020,,50,18,7,4,1
noida,01-04-2020,,52,20,7,4,3
noida,02-04-2020,,46,16,6,4,2
noida,03-04-2020,,41,21,7,4,1
noida,04-04-2020,,51,25,9,4,3
noida,05-04-2020,,70,23,9,5,4
noida,06-04-2020,,70,23,9,5,4
noida,07-04-2020,,72,26,8,5,3
noida,08-04-2020,,83,19,6,5,1
noida,09-04-2020,,61,27,7,5,1
noida,10-04-2020,,55,41,7,4,2
noida,11-04-2020,,70,27,10,4,3
noida,12-04-2020,,88,26,8,5,9
noida,13-04-2020,,63,22,8,5,2
noida,14-04-2020,,81,23,10,5,
noida,15-04-2020,,98,19,10,4,
noida,16-04-2020,,129,21,10,5,
noida,17-04-2020,192,156,24,11,5,
noida,18-04-2020,,69,20,6,5,
noida,19-04-2020,127,92,20,5,4,22
noida,20-04-2020,,,17,8,3,10
noida,21-04-2020,,,12,8,4,5
noida,22-04-2020,,,22,8,4,
noida,23-04-2020,103,74,24,10,5,
noida,24-04-2020,138,100,19,8,4,
noida,25-04-2020,147,93,23,8,4,
noida,26-04-2020,119,95,19,8,4,16
noida,27-04-2020,121,138,9,7,3,22
noida,28-04-2020,81,47,17,5,3,20
noida,29-04-2020,110,68,19,6,3,10
noida,30-04-2020,132,76,22,5,3,11
noida,01-05-2020,132,93,23,5,3,11
noida,02-05-2020,138,89,25,5,4,7
noida,03-05-2020,91,77,21,4,4,11
noida,04-05-2020,91,60,17,4,3,15
noida,05-05-2020,76,78,23,6,3,22
noida,06-05-2020,122,103,22,6,3,11
noida,07-05-2020,135,68,23,7,4,10
noida,08-05-2020,83,81,31,5,3,13
noida,09-05-2020,120,87,30,4,3,14
noida,10-05-2020,139,69,16,4,3,13
noida,11-05-2020,105,66,23,6,3,13
noida,12-05-2020,117,67,23,5,3,13
noida,13-05-2020,113,109,22,6,3,14
noida,14-05-2020,152,86,26,7,3,21
noida,15-05-2020,123,74,27,9,3,12
noida,16-05-2020,99,87,29,10,4,17
noida,17-05-2020,128,100,33,12,5,11
noida,18-05-2020,145,112,32,13,4,9
noida,19-05-2020,149,116,38,13,4,19
noida,20-05-2020,150,91,30,11,4,17
noida,21-05-2020,115,101,30,11,4,12
noida,22-05-2020,107,137,40,18,5,14
noida,23-05-2020,162,157,28,12,2,15
noida,24-05-2020,163,125,25,9,4,12
noida,25-05-2020,127,98,27,12,4,15
noida,26-05-2020,118,114,15,17,2,17
noida,27-05-2020,113,119,28,8,2,15
noida,28-05-2020,113,145,19,4,1,2
noida,29-05-2020,102,50,18,4,1,6
noida,30-05-2020,68,37,17,4,2,23
noida,31-05-2020,63,33,14,4,2,10
noida,01-06-2020,68,61,23,6,2,8
noida,02-06-2020,115,75,22,6,2,1
noida,03-06-2020,112,94,28,8,1,8
noida,04-06-2020,144,97,15,7,2,5
noida,05-06-2020,148,65,18,5,2,2
noida,06-06-2020,113,61,20,5,1,
noida,07-06-2020,91,72,17,6,1,9
noida,08-06-2020,113,76,25,6,2,8
noida,09-06-2020,118,100,30,8,2,6
noida,10-06-2020,143,106,32,9,1,7
noida,11-06-2020,147,99,26,9,1,2
noida,12-06-2020,134,97,23,6,1,3
noida,13-06-2020,147,102,16,4,2,7
noida,14-06-2020,141,105,20,5,1,1
noida,15-06-2020,143,88,25,7,2,5
noida,16-06-2020,125,76,19,5,1,8
noida,17-06-2020,97,66,16,4,1,44
noida,18-06-2020,85,70,23,5,1,2
noida,19-06-2020,95,114,21,5,1,2
noida,20-06-2020,129,79,16,6,,
noida,21-06-2020,95,69,14,6,,
noida,22-06-2020,103,62,26,6,2,
noida,23-06-2020,110,44,10,4,1,
noida,24-06-2020,68,51,8,4,1,
noida,25-06-2020,88,64,14,7,1,
noida,26-06-2020,115,83,16,6,1,
noida,27-06-2020,113,113,9,6,1,2
noida,28-06-2020,108,240,8,5,2,
noida,29-06-2020,143,142,16,5,1,2
noida,30-06-2020,123,70,15,3,1,1
noida,01-07-2020,110,76,19,3,1,
noida,02-07-2020,119,99,27,4,2,
noida,03-07-2020,154,95,22,3,1,
noida,04-07-2020,144,65,17,2,2,2
noida,05-07-2020,111,44,16,4,,
noida,06-07-2020,72,62,14,4,,
noida,07-07-2020,119,25,5,2,1,
noida,08-07-2020,44,36,7,3,,3
noida,09-07-2020,67,59,25,5,1,
noida,10-07-2020,98,62,15,6,1,2
noida,11-07-2020,72,41,16,4,1,2
noida,12-07-2020,60,45,16,4,,28
noida,13-07-2020,72,82,22,6,1,2
noida,14-07-2020,91,107,24,6,1,
noida,15-07-2020,116,63,14,3,1,
noida,16-07-2020,95,53,11,3,1,
noida,17-07-2020,85,61,11,3,2,3
noida,18-07-2020,122,53,8,4,2,3
noida,19-07-2020,94,62,15,5,2,4
noida,20-07-2020,84,36,15,6,1,3
noida,21-07-2020,53,28,8,5,1,2
noida,22-07-2020,59,32,5,6,1,16
noida,23-07-2020,56,63,20,9,1,3
noida,24-07-2020,106,53,12,4,1,1
noida,25-07-2020,96,38,8,3,1,1
noida,26-07-2020,69,64,15,6,2,4
noida,27-07-2020,103,72,15,6,2,4
noida,28-07-2020,96,61,14,6,2,3
noida,29-07-2020,68,53,9,6,2,3
noida,30-07-2020,71,37,10,5,1,45
noida,31-07-2020,55,58,11,5,2,3
noida,01-08-2020,98,46,12,5,2,39
noida,02-08-2020,80,51,12,6,2,7
noida,03-08-2020,70,57,12,6,1,5
noida,04-08-2020,72,54,10,6,2,18
noida,05-08-2020,72,68,7,6,1,15
noida,06-08-2020,115,38,7,4,2,8
noida,07-08-2020,42,36,8,3,2,43
noida,08-08-2020,56,63,12,6,2,47
noida,09-08-2020,110,51,11,6,2,66
noida,10-08-2020,92,51,7,4,2,11
noida,11-08-2020,85,64,12,6,2,4
noida,12-08-2020,125,50,11,5,2,8
noida,13-08-2020,74,21,4,4,1,1
noida,14-08-2020,45,26,6,3,2,1
noida,15-08-2020,46,44,7,3,1,1
noida,16-08-2020,87,33,7,3,2,1
noida,17-08-2020,57,42,5,3,2,6
noida,18-08-2020,75,47,4,3,1,11
noida,19-08-2020,67,31,2,2,1,10
noida,20-08-2020,54,19,3,1,2,39
noida,21-08-2020,41,28,4,1,1,35
noida,22-08-2020,44,20,4,1,1,6
noida,23-08-2020,17,21,4,,1,17
noida,24-08-2020,29,23,4,2,1,5
noida,25-08-2020,32,30,4,2,1,5
noida,26-08-2020,35,35,6,7,2,7
noida,27-08-2020,29,50,8,8,2,17
noida,28-08-2020,53,54,3,10,2,9
noida,29-08-2020,80,52,5,6,1,7
